id,file_name,Best_ths,Best PSNR,identity
2588,images/t159/UKkVLTVAIZ.JPG,0.08,33.62274551,t159
776,images/t035/ayXqBTysMM.JPG,0.08,33.45207596,t035
4822,images/t250/hqxSKphMnY.jpg,0.08,32.39556885,t250
4390,images/t240/AabfOCfNfy.JPG,0.08,34.81330109,t240
6373,images/t341/EQptTRahxm.JPG,0.08,34.70012283,t341
8178,images/t441/hCDQCcbJpo.jpeg,0.07,31.90040398,t441
7880,images/t095/SWtQCbddkC.jpeg,0.09,35.64236832,t095
5994,images/t322/uYhYaNxsmV.jpeg,0.07,30.92765999,t322
8280,images/t468/jaRvbcNgtt.jpeg,0.08,33.68777466,t468
2903,images/t175/tLjhzwplEp.JPG,0.08,32.14373016,t175
2755,images/t167/sqlsOWSzHh.JPG,0.07,31.78400421,t167
4961,images/t257/fONSUbeHYD.JPG,0.07,30.79807281,t257
6759,images/t376/joEMLwQNdv.JPG,0.07,30.82141685,t376
1584,images/t079/HefFhTJHhv.JPG,0.08,34.34544754,t079
8152,images/t423/XbmzXyJgzF.jpeg,0.08,32.60780334,t423
2027,images/t110/DjALOUcOJS.JPG,0.07,32.08205414,t110
4739,images/t246/ZfRjJMRjVL.JPG,0.07,31.21640778,t246
209,images/t009/UJYfdjvmbk.JPG,0.07,30.68740463,t009
2656,images/t163/OFyCePArIe.JPG,0.08,33.2526207,t163
7788,images/t014/bwhEQsknJX.jpeg,0.08,34.97962189,t014
3994,images/t231/OakVrqrMTQ.JPG,0.07,30.53612518,t231
8540,images/t566/oBxzEPWDdA.jpeg,0.07,30.47571182,t566
3905,images/t228/kfpmGnOIRl.JPG,0.08,33.10271835,t228
5449,images/t292/bMqhPIBBgj.JPG,0.08,32.1438942,t292
5218,images/t271/nGtrfWyISG.JPG,0.07,31.17338181,t271
6491,images/t352/EmaFCwSmSP.JPG,0.08,32.56604767,t352
6631,images/t362/lrhSWFOWEj.JPG,0.08,32.6684761,t362
424,images/t021/uajaUWzoLe.JPG,0.08,33.1725769,t021
5199,images/t269/scaUquDOSz.JPG,0.08,33.33725739,t269
666,images/t033/JavIrZBgAX.JPG,0.07,31.34348106,t033
1475,images/t073/rrsSLtRFif.jpeg,0.08,32.3638382,t073
4424,images/t240/wBnoXrbCox.JPG,0.08,33.05641937,t240
7289,images/t417/WzJqCtOmhP.JPG,0.08,33.34768295,t417
5099,images/t263/eLwUhcviNM.JPG,0.07,31.61926079,t263
6533,images/t353/ckLLXlJtMH.jpeg,0.08,32.04124451,t353
2651,images/t163/IUajMpsjmw.JPG,0.08,32.71440125,t163
2039,images/t110/MkCKNokxCT.JPG,0.09,35.64783478,t110
4378,images/t238/xBjiyCJlbx.jpg,0.06,28.2695961,t238
4238,images/t236/IPqDtVZIJK.JPG,0.06,28.48504639,t236
1182,images/t062/RPaiouSTDG.JPG,0.09,35.5888443,t062
4998,images/t259/AfPWRwXnax.JPG,0.07,29.57360458,t259
1513,images/t075/NsodhvozLI.JPG,0.08,33.08228302,t075
2894,images/t175/foAsTTYhEH.JPG,0.07,31.00409508,t175
1518,images/t075/eaKbuYiggQ.JPG,0.08,32.89971542,t075
8163,images/t427/FTwFJFTNnM.jpeg,0.08,33.16643524,t427
6455,images/t350/eeGRkwSYEd.JPG,0.07,31.70316696,t350
2452,images/t146/amZkyinVTE.JPG,0.08,31.93187332,t146
7232,images/t410/aVNthvCWJD.jpg,0.07,30.80892563,t410
1530,images/t075/xzKeFISUbR.JPG,0.07,31.31639481,t075
1733,images/t092/oRbVLKDrCI.jpg,0.07,30.39055061,t092
4072,images/t232/oAoiWSEnoN.jpg,0.07,30.50592804,t232
7136,images/t402/XCJfQhSFfJ.jpg,0.07,30.19613457,t402
1351,images/t067/mmWGLwhNhx.JPG,0.08,31.24803162,t067
818,images/t037/dbeQtkcsZR.JPG,0.08,32.08235168,t037
